Name of material,Guide No.,ID No.,Toxic Inhalation Hazard,Water Reactive,Chemical Warfare,,Order #
AC,117,— —,,,Z,,1
Acetal,127,1088,,,,,2
Acetaldehyde,129P,1089,,,,,3
Acetaldehyde ammonia,171,1841,,,,,4
Acetaldehyde oxime,129,2332,,,,,5
Acetic acid & glacial,132,2789,,,,,6
Acetic acid & solution & more than 10% but not more than 80% acid,153,2790,,,,,7
Acetic acid & solution & more than 80% acid,132,2789,,,,,8
Acetic anhydride,137,1715,,,,,9
Acetone,127,1090,,,,,10
Acetone cyanohydrin & stabilized,155,1541,,W,,,11
Acetone oils,127,1091,,,,,12
Acetonitrile,127,1648,,,,,13
Acetyl bromide,156,1716,,W,,,14
Acetyl chloride,155,1717,,W,,,15
Acetylene & dissolved,116,1001,,,,,16
Acetylene & Ethylene and Propylene in mixture & refrigerated liquid containing at least 71.5% Ethylene with not more than 22.5% Acetylene and not more than 6% Propylene,115,3138,,,,,17
Acetylene & solvent free,116,3374,,,,,18
Acetylene tetrabromide,159,2504,,,,,19
Acetyl iodide,156,1898,,W,,,20
Acetyl methyl carbinol,127,2621,,,,,21
Acid & sludge,153,1906,,,,,22
Acid butyl phosphate,153,1718,,,,,23
Acridine,153,2713,,,,,24
Acrolein & stabilized,131P,1092,X,,,,25
Acrolein dimer & stabilized,129P,2607,,,,,26
Acrylamide & solid,153P,2074,,,,,27
Acrylamide & solution,153P,3426,,,,,28
Acrylic acid & stabilized,132P,2218,,,,,29
Acrylonitrile & stabilized,131P,1093,X,,,,30
Adamsite,154,— —,,,Z,,31
Adhesives (flammable),128,1133,,,,,32
Adiponitrile,153,2205,,,,,33
Adsorbed gas & flammable & n.o.s.,174,3510,,,,,34
Adsorbed gas & n.o.s.,174,3511,,,,,35
Adsorbed gas & oxidizing & n.o.s.,174,3513,,,,,36
Adsorbed gas & poisonous & corrosive & n.o.s.,173,3516,X,,,,37
Adsorbed gas & poisonous & corrosive & n.o.s. (Inhalation hazard zone A),173,3516,X,,,,38
Adsorbed gas & poisonous & corrosive & n.o.s. (Inhalation hazard zone B),173,3516,X,,,,39
Adsorbed gas & poisonous & corrosive & n.o.s. (Inhalation hazard zone C),173,3516,X,,,,40
Adsorbed gas & poisonous & corrosive & n.o.s. (Inhalation hazard zone D),173,3516,X,,,,41
Adsorbed gas & poisonous & flammable & corrosive & n.o.s.,173,3517,X,,,,42
Adsorbed gas & poisonous & flammable & corrosive & n.o.s. (Inhalation hazard zone A),173,3517,X,,,,43
Adsorbed gas & poisonous & flammable & corrosive & n.o.s. (Inhalation hazard zone B),173,3517,X,,,,44
Adsorbed gas & poisonous & flammable & corrosive & n.o.s. (Inhalation hazard zone C),173,3517,X,,,,45
Adsorbed gas & poisonous & flammable & corrosive & n.o.s. (Inhalation hazard zone D),173,3517,X,,,,46
Adsorbed gas & poisonous & flammable & n.o.s.,173,3514,X,,,,47
Adsorbed gas & poisonous & flammable & n.o.s. (Inhalation hazard zone A),173,3514,X,,,,48
Adsorbed gas & poisonous & flammable & n.o.s. (Inhalation hazard zone B),173,3514,X,,,,49
Adsorbed gas & poisonous & flammable & n.o.s. (Inhalation hazard zone C),173,3514,X,,,,50
Adsorbed gas & poisonous & flammable & n.o.s. (Inhalation hazard zone D),173,3514,X,,,,51
Adsorbed gas & poisonous & n.o.s.,173,3512,X,,,,52
Adsorbed gas & poisonous & n.o.s. (Inhalation hazard zone A),173,3512,X,,,,53
Adsorbed gas & poisonous & n.o.s. (Inhalation hazard zone B),173,3512,X,,,,54
Adsorbed gas & poisonous & n.o.s. (Inhalation hazard zone C),173,3512,X,,,,55
Adsorbed gas & poisonous & n.o.s. (Inhalation hazard zone D),173,3512,X,,,,56
Adsorbed gas & poisonous & oxidizing & corrosive & n.o.s.,173,3518,X,,,,57
Adsorbed gas & poisonous & oxidizing & corrosive & n.o.s. (Inhalation hazard zone A),173,3518,X,,,,58
Adsorbed gas & poisonous & oxidizing & corrosive & n.o.s. (Inhalation hazard zone B),173,3518,X,,,,59
Adsorbed gas & poisonous & oxidizing & corrosive & n.o.s. (Inhalation hazard zone C),173,3518,X,,,,60
Adsorbed gas & poisonous & oxidizing & corrosive & n.o.s. (Inhalation hazard zone D),173,3518,X,,,,61
Adsorbed gas & poisonous & oxidizing & n.o.s.,173,3515,X,,,,62
Adsorbed gas & poisonous & oxidizing & n.o.s. (Inhalation hazard zone A),173,3515,X,,,,63
Adsorbed gas & poisonous & oxidizing & n.o.s. (Inhalation hazard zone B),173,3515,X,,,,64
Adsorbed gas & poisonous & oxidizing & n.o.s. (Inhalation hazard zone C),173,3515,X,,,,65
Adsorbed gas & poisonous & oxidizing & n.o.s. (Inhalation hazard zone D),173,3515,X,,,,66
Adsorbed gas & toxic & corrosive & n.o.s.,173,3516,X,,,,67
Adsorbed gas & toxic & corrosive & n.o.s. (Inhalation hazard zone A),173,3516,X,,,,68
Adsorbed gas & toxic & corrosive & n.o.s. (Inhalation hazard zone B),173,3516,X,,,,69
Adsorbed gas & toxic & corrosive & n.o.s. (Inhalation hazard zone C),173,3516,X,,,,70
Adsorbed gas & toxic & corrosive & n.o.s. (Inhalation hazard zone D),173,3516,X,,,,71
Adsorbed gas & toxic & flammable & corrosive & n.o.s.,173,3517,X,,,,72
Adsorbed gas & toxic & flammable & corrosive & n.o.s. (Inhalation hazard zone A),173,3517,X,,,,73
Adsorbed gas & toxic & flammable & corrosive & n.o.s. (Inhalation hazard zone B),173,3517,X,,,,74
Adsorbed gas & toxic & flammable & corrosive & n.o.s. (Inhalation hazard zone C),173,3517,X,,,,75
Adsorbed gas & toxic & flammable & corrosive & n.o.s. (Inhalation hazard zone D),173,3517,X,,,,76
Adsorbed gas & toxic & flammable & n.o.s.,173,3514,X,,,,77
Adsorbed gas & toxic & flammable & n.o.s. (Inhalation hazard zone A),173,3514,X,,,,78
Adsorbed gas & toxic & flammable & n.o.s. (Inhalation hazard zone B),173,3514,X,,,,79
Adsorbed gas & toxic & flammable & n.o.s. (Inhalation hazard zone C),173,3514,X,,,,80
Adsorbed gas & toxic & flammable & n.o.s. (Inhalation hazard zone D),173,3514,X,,,,81
Adsorbed gas & toxic & n.o.s.,173,3512,X,,,,82
Adsorbed gas & toxic & n.o.s. (Inhalation hazard zone A),173,3512,X,,,,83
Adsorbed gas & toxic & n.o.s. (Inhalation hazard zone B),173,3512,X,,,,84
Adsorbed gas & toxic & n.o.s. (Inhalation hazard zone C),173,3512,X,,,,85
Adsorbed gas & toxic & n.o.s. (Inhalation hazard zone D),173,3512,X,,,,86
Adsorbed gas & toxic & oxidizing & corrosive & n.o.s.,173,3518,X,,,,87
Adsorbed gas & toxic & oxidizing & corrosive & n.o.s. (Inhalation hazard zone A),173,3518,X,,,,88
Adsorbed gas & toxic & oxidizing & corrosive & n.o.s. (Inhalation hazard zone B),173,3518,X,,,,89
Adsorbed gas & toxic & oxidizing & corrosive & n.o.s. (Inhalation hazard zone C),173,3518,X,,,,90
Adsorbed gas & toxic & oxidizing & corrosive & n.o.s. (Inhalation hazard zone D),173,3518,X,,,,91
Adsorbed gas & toxic & oxidizing & n.o.s.,173,3515,X,,,,92
Adsorbed gas & toxic & oxidizing & n.o.s. (Inhalation hazard zone A),173,3515,X,,,,93
Adsorbed gas & toxic & oxidizing & n.o.s. (Inhalation hazard zone B),173,3515,X,,,,94
Adsorbed gas & toxic & oxidizing & n.o.s. (Inhalation hazard zone C),173,3515,X,,,,95
Adsorbed gas & toxic & oxidizing & n.o.s. (Inhalation hazard zone D),173,3515,X,,,,96
Aerosols,126,1950,,,,,97
Air & compressed,122,1002,,,,,98
Air & refrigerated liquid (cryogenic liquid),122,1003,,,,,99
Air bag inflators,171,3268,,,,,100
Air bag modules,171,3268,,,,,101
Aircraft hydraulic power unit fuel tank,131,3165,,,,,102
Alcoholates solution & n.o.s. & in alcohol,132,3274,,,,,103
Alcoholic beverages,127,3065,,,,,104
Alcohols & flammable & poisonous & n.o.s.,131,1986,,,,,105
Alcohols & flammable & toxic & n.o.s.,131,1986,,,,,106
Alcohols & n.o.s.,127,1987,,,,,107
Aldehydes & flammable & poisonous & n.o.s.,131P,1988,,,,,108
Aldehydes & flammable & toxic & n.o.s.,131P,1988,,,,,109
Aldehydes & n.o.s.,129P,1989,,,,,110
Aldol,153,2839,,,,,111
Alkali metal alcoholates & self-heating & corrosive & n.o.s.,136,3206,,,,,112
Alkali metal alloy & liquid & n.o.s.,138,1421,,,,,113
Alkali metal amalgam & liquid,138,1389,,,,,114
Alkali metal amalgam & solid,138,3401,,,,,115
Alkali metal amides,139,1390,,W,,,116
Alkali metal dispersion,138,1391,,,,,117
Alkali metal dispersion & flammable,138,3482,,,,,118
Alkaline earth metal alcoholates & n.o.s.,135,3205,,,,,119
Alkaline earth metal alloy & n.o.s.,138,1393,,,,,120
Alkaline earth metal amalgam & liquid,138,1392,,,,,121
Alkaline earth metal amalgam & solid,138,3402,,,,,122
Alkaline earth metal dispersion,138,1391,,,,,123
Alkaline earth metal dispersion & flammable,138,3482,,,,,124
Alkaloids & liquid & n.o.s. (poisonous),151,3140,,,,,125
Alkaloids & solid & n.o.s. (poisonous),151,1544,,,,,126
Alkaloid salts & liquid & n.o.s. (poisonous),151,3140,,,,,127
Alkaloid salts & solid & n.o.s. (poisonous),151,1544,,,,,128
Alkylphenols & liquid & n.o.s. (including C2-C12 homologues),153,3145,,,,,129
Alkylphenols & solid & n.o.s. (including C2-C12 homologues),153,2430,,,,,130
Alkyl sulfonic acids & liquid & with more than 5% free Sulfuric acid,153,2584,,,,,131
Alkyl sulfonic acids & liquid & with not more than 5% free Sulfuric acid,153,2586,,,,,132
Alkyl sulfonic acids & solid & with more than 5% free Sulfuric acid,153,2583,,,,,133
Alkyl sulfonic acids & solid & with not more than 5% free Sulfuric acid,153,2585,,,,,134
Alkylsulfuric acids,156,2571,,,,,135
Alkyl sulphonic acids & liquid & with more than 5% free Sulphuric acid,153,2584,,,,,136
Alkyl sulphonic acids & liquid & with not more than 5% free Sulphuric acid,153,2586,,,,,137
Alkyl sulphonic acids & solid & with more than 5% free Sulphuric acid,153,2583,,,,,138
Alkyl sulphonic acids & solid & with not more than 5% free Sulphuric acid,153,2585,,,,,139
Alkylsulphuric acids,156,2571,,,,,140
Allyl acetate,131,2333,,,,,141
Allyl alcohol,131,1098,X,,,,142
Allylamine,131,2334,X,,,,143
Allyl bromide,131P,1099,,,,,144
Allyl chloride,131P,1100,,,,,145
Allyl chlorocarbonate,155,1722,X,,,,146
Allyl chloroformate,155,1722,X,,,,147
Allyl ethyl ether,131,2335,,,,,148
Allyl formate,131,2336,,,,,149
Allyl glycidyl ether,129,2219,,,,,150
Allyl iodide,132,1723,,,,,151
Allyl isothiocyanate & stabilized,155,1545,,,,,152
Allyltrichlorosilane & stabilized,155,1724,,W,,,153
alpha-Methylbenzyl alcohol & liquid,153,2937,,,,,154
alpha-Methylbenzyl alcohol & solid,153,3438,,,,,155
alpha-Methylvaleraldehyde,130,2367,,,,,156
alpha-Naphthylamine,153,2077,,,,,157
alpha-Pinene,128,2368,,,,,158
Aluminum & molten,169,9260,,,,,159
Aluminum alkyl hydrides,138,3076,,,,,160
Aluminum alkyls,135,3051,,,,,161
Aluminum borohydride,135,2870,,,,,162
Aluminum borohydride in devices,135,2870,,,,,163
Aluminum bromide & anhydrous,137,1725,,W,,,164
Aluminum bromide & solution,154,2580,,,,,165
Aluminum carbide,138,1394,,,,,166
Aluminum chloride & anhydrous,137,1726,,W,,,167
Aluminum chloride & solution,154,2581,,,,,168
Aluminum dross,138,3170,,,,,169
Aluminum ferrosilicon powder,139,1395,,,,,170
Aluminum hydride,138,2463,,,,,171
Aluminum nitrate,140,1438,,,,,172
Aluminum phosphide,139,1397,,W,,,173
Aluminum phosphide pesticide,157,3048,,W,,,174
Aluminum powder & coated,170,1309,,,,,175
Aluminum powder & pyrophoric,135,1383,,,,,176
Aluminum powder & uncoated,138,1396,,,,,177
Aluminum remelting by-products,138,3170,,,,,178
Aluminum resinate,133,2715,,,,,179
Aluminum silicon powder & uncoated,138,1398,,,,,180
Aluminum smelting by-products,138,3170,,,,,181
Amines & flammable & corrosive & n.o.s.,132,2733,,,,,182
Amines & liquid & corrosive & flammable & n.o.s.,132,2734,,,,,183
Amines & liquid & corrosive & n.o.s.,153,2735,,,,,184
Amines & solid & corrosive & n.o.s.,154,3259,,,,,185
2-Amino-4-chlorophenol,151,2673,,,,,186
2-Amino-5-diethylaminopentane,153,2946,,,,,187
2-Amino-4 &6-dinitrophenol & wetted with not less than 20% water,113,3317,,,,,188
2-(2-Aminoethoxy)ethanol,154,3055,,,,,189
N-Aminoethylpiperazine,153,2815,,,,,190
Aminophenols,152,2512,,,,,191
Aminopyridines,153,2671,,,,,192
Ammonia & anhydrous,125,1005,X,,,,193
Ammonia & solution & with more than 10% but not more than 35% Ammonia,154,2672,,,,,194
Ammonia & solution & with more than 35% but not more than 50% Ammonia,125,2073,,,,,195
Ammonia solution & with more than 50% Ammonia,125,3318,X,,,,196
Ammonium arsenate,151,1546,,,,,197
Ammonium bifluoride & solid,154,1727,,,,,198
Ammonium bifluoride & solution,154,2817,,,,,199
Ammonium dichromate,141,1439,,,,,200
Ammonium dinitro-o-cresolate & solid,141,1843,,,,,201
Ammonium dinitro-o-cresolate & solution,141,3424,,,,,202
Ammonium fluoride,154,2505,,,,,203
Ammonium fluorosilicate,151,2854,,,,,204
Ammonium hydrogendifluoride & solid,154,1727,,,,,205
Ammonium hydrogendifluoride & solution,154,2817,,,,,206
Ammonium hydrogen sulfate,154,2506,,,,,207
Ammonium hydrogen sulphate,154,2506,,,,,208
Ammonium hydroxide,154,2672,,,,,209
Ammonium hydroxide & with more than 10% but not more than 35% Ammonia,154,2672,,,,,210
Ammonium metavanadate,154,2859,,,,,211
Ammonium nitrate & liquid (hot concentrated solution),140,2426,,,,,212
Ammonium nitrate & with not more than 0.2% combustible substances,140,1942,,,,,213
Ammonium nitrate based fertilizer,140,2067,,,,,214
Ammonium nitrate based fertilizer,140,2071,,,,,215
Ammonium nitrate emulsion,140,3375,,,,,216
Ammonium nitrate-fuel oil mixtures,112,— —,,,,,217
Ammonium nitrate gel,140,3375,,,,,218
Ammonium nitrate suspension,140,3375,,,,,219
Ammonium perchlorate,143,1442,,,,,220
Ammonium persulfate,140,1444,,,,,221
Ammonium persulphate,140,1444,,,,,222
Ammonium picrate & wetted with not less than 10% water,113,1310,,,,,223
Ammonium polysulfide & solution,154,2818,,,,,224
Ammonium polysulphide & solution,154,2818,,,,,225
Ammonium polyvanadate,151,2861,,,,,226
Ammonium silicofluoride,151,2854,,,,,227
Ammonium sulfide & solution,132,2683,,,,,228
Ammonium sulphide & solution,132,2683,,,,,229
Ammunition & poisonous & non-explosive,151,2016,,,,,230
Ammunition & tear-producing & non-explosive,159,2017,,,,,231
Ammunition & toxic & non-explosive,151,2016,,,,,232
Amyl acetates,129,1104,,,,,233
Amyl acid phosphate,153,2819,,,,,234
Amylamine,132,1106,,,,,235
Amyl butyrates,130,2620,,,,,236
Amyl chloride,129,1107,,,,,237
n-Amylene,128,1108,,,,,238
Amyl formates,129,1109,,,,,239
Amyl mercaptan,130,1111,,,,,240
n-Amyl methyl ketone,127,1110,,,,,241
Amyl nitrate,128,1112,,,,,242
Amyl nitrite,129,1113,,,,,243
Amyltrichlorosilane,155,1728,,W,,,244
Anhydrous ammonia,125,1005,X,,,,245
Aniline,153,1547,,,,,246
Aniline hydrochloride,153,1548,,,,,247
Anisidines,153,2431,,,,,248
Anisole,128,2222,,,,,249
Anisoyl chloride,156,1729,,,,,250
Antimony compound & inorganic & liquid & n.o.s.,157,3141,,,,,251
Antimony compound & inorganic & solid & n.o.s.,157,1549,,,,,252
Antimony lactate,151,1550,,,,,253
Antimony pentachloride & liquid,157,1730,,,,,254
Antimony pentachloride & solution,157,1731,,,,,255
Antimony pentafluoride,157,1732,,W,,,256
Antimony potassium tartrate,151,1551,,,,,257
Antimony powder,170,2871,,,,,258
Antimony trichloride,157,1733,,,,,259
Antimony trichloride & liquid,157,1733,,,,,260
Antimony trichloride & solid,157,1733,,,,,261
Aqua regia,157,1798,,,,,262
Argon,120,1006,,,,,263
Argon & compressed,120,1006,,,,,264
Argon & refrigerated liquid  (cryogenic liquid),120,1951,,,,,265
Arsenic,152,1558,,,,,266
Arsenic acid & liquid,154,1553,,,,,267
Arsenic acid & solid,154,1554,,,,,268
Arsenical dust,152,1562,,,,,269
Arsenical pesticide & liquid & flammable & poisonous,131,2760,,,,,270
Arsenical pesticide & liquid & flammable & toxic,131,2760,,,,,271
Arsenical pesticide & liquid & poisonous,151,2994,,,,,272
Arsenical pesticide & liquid & poisonous & flammable,131,2993,,,,,273
Arsenical pesticide & liquid & toxic,151,2994,,,,,274
Arsenical pesticide & liquid & toxic & flammable,131,2993,,,,,275
Arsenical pesticide & solid & poisonous,151,2759,,,,,276
Arsenical pesticide & solid & toxic,151,2759,,,,,277
Arsenic bromide,151,1555,,,,,278
Arsenic chloride,157,1560,X,,,,279
Arsenic compound & liquid & n.o.s.,152,1556,,,,,280
Arsenic compound & solid & n.o.s.,152,1557,,,,,281
Arsenic pentoxide,151,1559,,,,,282
Arsenic trichloride,157,1560,X,,,,283
Arsenic trioxide,151,1561,,,,,284
Arsine,119,2188,X,,,,285
Arsine & adsorbed,173,3522,X,,,,286
Articles containing a substance liable to spontaneous combustion & n.o.s.,135,3542,,,,,287
Articles containing a substance which emits flammable gas in contact with water & n.o.s.,138,3543,,,,,288
Articles containing corrosive substance & n.o.s.,154,3547,,,,,289
Articles containing flammable gas & n.o.s.,115,3537,,,,,290
Articles containing flammable liquid & n.o.s.,127,3540,,,,,291
Articles containing flammable solid & n.o.s.,133,3541,,,,,292
Articles containing miscellaneous dangerous goods & n.o.s.,171,3548,,,,,293
Articles containing non-flammable & non-toxic gas & n.o.s.,120,3538,,,,,294
Articles containing oxidizing substance & n.o.s.,140,3544,,,,,295
Articles containing organic peroxide & n.o.s.,145,3545,,,,,296
Articles containing Polychlorinated biphenyls (PCB),171,2315,,,,,297
Articles containing toxic gas & n.o.s.,123,3539,X,,,,298
Articles containing toxic substance & n.o.s.,151,3546,,,,,299
Articles & pressurized & hydraulic (containing non-flammable gas),126,3164,,,,,300
Articles & pressurized & pneumatic (containing non-flammable gas),126,3164,,,,,301
Aryl sulfonic acids & liquid & with more than 5% free Sulfuric acid,153,2584,,,,,302
Aryl sulfonic acids & liquid & with not more than 5% free Sulfuric acid,153,2586,,,,,303
Aryl sulfonic acids & solid & with more than 5% free Sulfuric acid,153,2583,,,,,304
Aryl sulfonic acids & solid & with not more than 5% free Sulfuric acid,153,2585,,,,,305
Aryl sulphonic acids & liquid & with more than 5% free Sulphuric acid,153,2584,,,,,306
Aryl sulphonic acids & liquid & with not more than 5% free Sulphuric acid,153,2586,,,,,307
Aryl sulphonic acids & solid & with more than 5% free Sulphuric acid,153,2583,,,,,308
Aryl sulphonic acids & solid & with not more than 5% free Sulphuric acid,153,2585,,,,,309
Asbestos,171,2212,,,,,310
Asbestos & amphibole,171,2212,,,,,311
Asbestos & blue,171,2212,,,,,312
Asbestos & brown,171,2212,,,,,313
Asbestos & chrysotile,171,2590,,,,,314
Asbestos & white,171,2590,,,,,315
Asphalt,130,1999,,,,,316
Asphalt & cut back,130,1999,,,,,317
Aviation regulated liquid & n.o.s.,171,3334,,,,,318
Aviation regulated solid & n.o.s.,171,3335,,,,,319
Azodicarbonamide,149,3242,,,,,320
Barium,138,1400,,,,,321
Barium alloys & pyrophoric,135,1854,,,,,322
Barium azide & wetted with not less than 50% water,113,1571,,,,,323
Barium bromate,141,2719,,,,,324
Barium chlorate & solid,141,1445,,,,,325
Barium chlorate & solution,141,3405,,,,,326
Barium compound & n.o.s.,154,1564,,,,,327
Barium cyanide,157,1565,,,,,328
Barium hypochlorite & with more than 22% available Chlorine,141,2741,,,,,329
Barium nitrate,141,1446,,,,,330
Barium oxide,157,1884,,,,,331
Barium perchlorate & solid,141,1447,,,,,332
Barium perchlorate & solution,141,3406,,,,,333
Barium permanganate,141,1448,,,,,334
Barium peroxide,141,1449,,,,,335
Batteries & containing Sodium,138,3292,,,,,336
Batteries & dry & containing Potassium hydroxide solid,154,3028,,,,,337
Batteries & nickel-metal hydride,171,3496,,,,,338
Batteries & wet & filled with acid,154,2794,,,,,339
Batteries & wet & filled with alkali,154,2795,,,,,340
Batteries & wet & non-spillable,154,2800,,,,,341
Battery fluid & acid,157,2796,,,,,342
Battery fluid & alkali,154,2797,,,,,343
Battery-powered equipment (wet battery),154,3171,,,,,344
Battery-powered equipment (with lithium ion batteries),147,3171,,,,,345
Battery-powered equipment (with lithium metal batteries),138,3171,,,,,346
Battery-powered equipment (with sodium batteries),138,3171,,,,,347
Battery-powered vehicle (wet battery),154,3171,,,,,348
Battery-powered vehicle (with lithium ion batteries),147,3171,,,,,349
Battery-powered vehicle (with sodium batteries),138,3171,,,,,350
Benzaldehyde,171,1990,,,,,351
Benzene,130,1114,,,,,352
Benzene phosphorus dichloride,137,2798,,,,,353
Benzene phosphorus thiodichloride,137,2799,,,,,354
Benzenesulfonyl chloride,156,2225,,,,,355
Benzenesulphonyl chloride,156,2225,,,,,356
Benzidine,153,1885,,,,,357
Benzonitrile,152,2224,,,,,358
Benzoquinone,153,2587,,,,,359
Benzotrichloride,156,2226,,,,,360
Benzotrifluoride,127,2338,,,,,361
Benzoyl chloride,137,1736,,,,,362
Benzyl bromide,156,1737,,,,,363
Benzyl chloride,156,1738,,,,,364
Benzyl chloroformate,137,1739,,,,,365
Benzyldimethylamine,132,2619,,,,,366
Benzylidene chloride,156,1886,,,,,367
Benzyl iodide,156,2653,,,,,368
Beryllium compound & n.o.s.,154,1566,,,,,369
Beryllium nitrate,141,2464,,,,,370
Beryllium powder,134,1567,,,,,371
beta-Naphthylamine & solid,153,1650,,,,,372
beta-Naphthylamine & solution,153,3411,,,,,373
Bhusa & wet & damp or contaminated with oil,133,1327,,,,,374
Bicyclo[2.2.1]hepta-2 &5-diene & stabilized,128P,2251,,,,,375
Biological agents,158,— —,,,,,376
Biological substance & category B,158,3373,,,,,377
(Bio)Medical waste & n.o.s.,158,3291,,,,,378
Bipyridilium pesticide & liquid & flammable & poisonous,131,2782,,,,,379
Bipyridilium pesticide & liquid & flammable & toxic,131,2782,,,,,380
Bipyridilium pesticide & liquid & poisonous,151,3016,,,,,381
Bipyridilium pesticide & liquid & poisonous & flammable,131,3015,,,,,382
Bipyridilium pesticide & liquid & toxic,151,3016,,,,,383
Bipyridilium pesticide & liquid & toxic & flammable,131,3015,,,,,384
Bipyridilium pesticide & solid & poisonous,151,2781,,,,,385
Bipyridilium pesticide & solid & toxic,151,2781,,,,,386
Bisulfates & aqueous solution,154,2837,,,,,387
Bisulfites & aqueous solution & n.o.s.,154,2693,,,,,388
Bisulphates & aqueous solution,154,2837,,,,,389
Bisulphites & aqueous solution & n.o.s.,154,2693,,,,,390
Blasting agent & n.o.s.,112,— —,,,,,391
Bleaching powder,140,2208,,,,,392
Blue asbestos,171,2212,,,,,393
Bombs & smoke & non-explosive & with corrosive liquid & without initiating device,153,2028,,,,,394
Borate and Chlorate mixture,140,1458,,,,,395
Borneol,133,1312,,,,,396
Boron tribromide,157,2692,X,W,,,397
Boron trichloride,125,1741,X,W,,,398
Boron trifluoride,125,1008,X,,,,399
Boron trifluoride & adsorbed,173,3519,X,,,,400
Boron trifluoride & compressed,125,1008,X,,,,401
Boron trifluoride & dihydrate,157,2851,,,,,402
Boron trifluoride acetic acid complex & liquid,157,1742,,,,,403
Boron trifluoride acetic acid complex & solid,157,3419,,,,,404
Boron trifluoride diethyl etherate,132,2604,,,,,405
Boron trifluoride dimethyl etherate,139,2965,,W,,,406
Boron trifluoride propionic acid complex & liquid,157,1743,,,,,407
Boron trifluoride propionic acid complex & solid,157,3420,,,,,408
Bromates & inorganic & aqueous solution & n.o.s.,140,3213,,,,,409
Bromates & inorganic & n.o.s.,140,1450,,,,,410
Bromine,154,1744,X,,,,411
Bromine & solution,154,1744,X,,,,412
Bromine & solution (Inhalation Hazard Zone A),154,1744,X,,,,413
Bromine & solution (Inhalation Hazard Zone B),154,1744,X,,,,414
Bromine chloride,124,2901,X,,,,415
Bromine pentafluoride,144,1745,X,W,,,416
Bromine trifluoride,144,1746,X,W,,,417
Bromoacetic acid & solid,156,3425,,,,,418
Bromoacetic acid & solution,156,1938,,,,,419
Bromoacetone,131,1569,X,,,,420
Bromoacetyl bromide,156,2513,,,,,421
Bromobenzene,130,2514,,,,,422
Bromobenzyl cyanides & liquid,159,1694,,,,,423
Bromobenzyl cyanides & solid,159,3449,,,,,424
1-Bromobutane,130,1126,,,,,425
2-Bromobutane,130,2339,,,,,426
Bromochloromethane,160,1887,,,,,427
1-Bromo-3-chloropropane,159,2688,,,,,428
2-Bromoethyl ethyl ether,130,2340,,,,,429
Bromoform,159,2515,,,,,430
1-Bromo-3-methylbutane,130,2341,,,,,431
Bromomethylpropanes,130,2342,,,,,432
2-Bromo-2-nitropropane-1 &3-diol,133,3241,,,,,433
2-Bromopentane,130,2343,,,,,434
Bromopropanes,129,2344,,,,,435
3-Bromopropyne,130,2345,,,,,436
Bromotrifluoroethylene,116,2419,,,,,437
Bromotrifluoromethane,126,1009,,,,,438
Brown asbestos,171,2212,,,,,439
Brucine,152,1570,,,,,440
Butadienes & stabilized,116P,1010,,,,,441
Butadienes and hydrocarbon mixture & stabilized,116P,1010,,,,,442
Butane,115,1011,,,,,443
Butane,115,1075,,,,,444
Butanedione,127,2346,,,,,445
Butanols,129,1120,,,,,446
Butyl acetates,129,1123,,,,,447
Butyl acid phosphate,153,1718,,,,,448
Butyl acrylates & stabilized,129P,2348,,,,,449
n-Butylamine,132,1125,,,,,450
N-Butylaniline,153,2738,,,,,451
Butylbenzenes,128,2709,,,,,452
n-Butyl bromide,130,1126,,,,,453
n-Butyl chloride,130,1127,,,,,454
n-Butyl chloroformate,155,2743,X,,,,455
sec-Butyl chloroformate,155,2742,X,,,,456
tert-Butylcyclohexyl chloroformate,156,2747,,,,,457
Butylene,115,1012,,,,,458
Butylene,115,1075,,,,,459
1 &2-Butylene oxide & stabilized,127P,3022,,,,,460
Butyl ethers,128,1149,,,,,461
n-Butyl formate,129,1128,,,,,462
tert-Butyl hypochlorite,135,3255,,,,,463
N &n-Butylimidazole,152,2690,,,,,464
n-Butyl isocyanate ,155P,2485,X,,,,465
tert-Butyl isocyanate,155,2484,X,,,,466
Butyl mercaptan,130,2347,,,,,467
n-Butyl methacrylate & stabilized,130P,2227,,,,,468
Butyl methyl ether,127,2350,,,,,469
Butyl nitrites,129,2351,,,,,470
Butyl propionates,130,1914,,,,,471
Butyltoluenes,152,2667,,,,,472
Butyltrichlorosilane,155,1747,,W,,,473
5-tert-Butyl-2 &4 &6-trinitro-m-xylene,149,2956,,,,,474
Butyl vinyl ether & stabilized,127P,2352,,,,,475
1 &4-Butynediol,153,2716,,,,,476
Butyraldehyde,129P,1129,,,,,477
Butyraldoxime,129,2840,,,,,478
Butyric acid,153,2820,,,,,479
Butyric anhydride,156,2739,,,,,480
Butyronitrile,131,2411,,,,,481
Butyryl chloride,132,2353,,W,,,482
Buzz,153,— —,,,Z,,483
BZ,153,— —,,,Z,,484
CA,159,— —,,,Z,,485
Cacodylic acid,151,1572,,,,,486
Cadmium compound,154,2570,,,,,487
Caesium,138,1407,,,,,488
Caesium hydroxide,157,2682,,,,,489
Caesium hydroxide & solution,154,2681,,,,,490
Caesium nitrate,140,1451,,,,,491
Calcium,138,1401,,,,,492
Calcium & pyrophoric,135,1855,,,,,493
Calcium alloys & pyrophoric,135,1855,,,,,494
Calcium arsenate,151,1573,,,,,495
